"name","link","Provider","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","Price_AMD","Price_USD","externalObjectId","objectType","country","state","city","address","zipcode","phone","photosCount","rankingCategory","objectRank","objectsInCategoryCount","reviewCount","avgScore","certificate","scoreDistribution","languageDistribution","tagcloud"
"Guest House on 2 Araratian","https://www.tripadvisor.com//Hotel_Review-g293932-d12616571-Reviews-Guest_House_on_2_Araratian-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",6658,14,"d12616571","Hotel","Armenia","Yerevan","Yerevan","Araratian 2 back Street, dom 1","0046","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Guest House on Aigestana","https://www.tripadvisor.com//Hotel_Review-g293932-d12145249-Reviews-Guest_House_on_Aigestana-Yerevan.html","Hotels.com",2,"1","0","1","0","0","0","0",19911,41,"d12145249","Hotel","Armenia","Yerevan","Yerevan","Aigestana St., 213/1","Missing","Missing","11","Specialty Lodging in Yerevan","139","281","2","3","Missing","['1', '0', '0', '0', '1']","Missing","Missing"
"Guest House on Baghramyan","https://www.tripadvisor.com//Hotel_Review-g293932-d12500758-Reviews-Guest_House_on_Baghramyan-Yerevan.html","Booking.com",1,"0","0","0","0","0","0","0",13325,28,"d12500758","Hotel","Armenia","Yerevan","Yerevan","Bagramyan Marshal ave 61","0033","Missing","Missing","Specialty Lodging in Yerevan","120","281","1","4","Missing","['0', '1', '0', '0', '0']","{'English': '1'}","Missing"
"Guest House on Zaryan 136","https://www.tripadvisor.com//Hotel_Review-g293932-d11983335-Reviews-Guest_House_on_Zaryan_136-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",8600,18,"d11983335","Hotel","Armenia","Yerevan","Yerevan","ul. N. Zaryana, dom 136","0012","Missing","Missing","Missing","Missing","Missing","127","Missing","Missing","Missing","Missing","Missing"
"Guest House West Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d10502794-Reviews-Guest_House_West_Yerevan-Yerevan.html","Booking.com",5,"1","0","1","0","0","0","0",9908,20,"d10502794","Hotel","Armenia","Yerevan","Yerevan","Sporta str. 23","0031","Missing","7","Specialty Lodging in Yerevan","49","281","5","5","Missing","['5', '0', '0', '0', '0']","{'English': '5'}","Missing"
"Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d12852733-Reviews-Guest_House-Yerevan.html","Agoda.com",0,"0","0","0","0","0","0","0",9965,21,"d12852733","Hotel","Armenia","Yerevan","Yerevan","Sporta str. 27/2","0031","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Guesthouse Martirosyan's","https://www.tripadvisor.com//Hotel_Review-g293932-d8521896-Reviews-Guesthouse_Martirosyan_s-Yerevan.html","Booking.com",2,"1","0","1","0","0","0","0",22500,46,"d8521896","Hotel","Armenia","Yerevan","Yerevan","Shara Talyan 8/3","0070","Missing","42","Specialty Lodging in Yerevan","79","281","2","5","Missing","['1', '0', '0', '0', '0']","{'English': '1', 'Russian': '1'}","Missing"
"Guesthouse Na Ulice Orbeli","https://www.tripadvisor.com//Hotel_Review-g293932-d10544194-Reviews-Guesthouse_Na_Ulice_Orbeli-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","0",5825,12,"d10544194","Hotel","Armenia","Yerevan","Yerevan","ul. Orbeli 18/2","0028","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Guesthouse Paradise","https://www.tripadvisor.com//Hotel_Review-g293932-d7257556-Reviews-Guesthouse_Paradise-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",17354,36,"d7257556","Hotel","Armenia","Yerevan","Yerevan","Abovyan 7-oi Mikroraion","8510","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Gyumri Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d4288842-Reviews-Gyumri_Hotel-Yerevan.html","Booking.com",2,"1","0","1","0","0","0","0",18333,38,"d4288842","Hotel","Armenia","Yerevan","Yerevan","Lusinjan St., 1","0081","Missing","7","B&Bs / Inns in Yerevan","67","139","2","3.5","Missing","['0', '1', '1', '0', '0']","Missing","Missing"
"Happy Camper Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15527260-Reviews-Happy_Camper_Hostel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",7990,17,"d15527260","Hotel","Armenia","Yerevan","Yerevan","20 Sose ST","1001","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Haven","https://www.tripadvisor.com//Hotel_Review-g293932-d15615243-Reviews-Haven-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",11553,24,"d15615243","Hotel","Armenia","Yerevan","Yerevan","Lusinyants str. 11","0082","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hin Yerevantsi Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d3410830-Reviews-Hin_Yerevantsi_Hotel-Yerevan.html","Booking.com",66,"1","0","1","0","0","0","0",20625,43,"d3410830","Hotel","Armenia","Yerevan","Yerevan","Mashtots M. ave 31/1","0002","Missing","140","B&Bs / Inns in Yerevan","4","139","66","5","Missing","['31', '1', '1', '0', '0']","{'English': '33', 'Russian': '27', 'German': '3', 'Italian': '1', 'Polish': '1', 'Portuguese': '1'}","['reviews', 'stayed', 'for', 'two', 'nights', 'fantastic', 'hotel', 'breakfast', 'was', 'delicious', 'pleasant', 'stay', 'republic', 'square', 'opera', 'property', 'supermarket', 'city', 'cascade']"
"Holiday Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d9769958-Reviews-Holiday_Hostel-Yerevan.html","Booking.com",27,"1","0","1","0","0","0","0",21240,44,"d9769958","Hotel","Armenia","Yerevan","Yerevan","Yekmalyan str. 1","0002","Missing","27","Specialty Lodging in Yerevan","55","281","27","3.5","Missing","['10', '6', '2', '1', '5']","{'English': '24', 'Russian': '3'}","Missing"
"Holiday Hotel & Hostel By Picnic","https://www.tripadvisor.com//Hotel_Review-g293932-d10515454-Reviews-Holiday_Hotel_Hostel_By_Picnic-Yerevan.html","Booking.com",5,"1","0","1","0","0","0","0",19000,39,"d10515454","Hotel","Armenia","Yerevan","Yerevan","Yekmalyan str. 1","0002","Missing","4","Specialty Lodging in Yerevan","105","281","5","3.5","Missing","['0', '0', '1', '0', '0']","{'English': '1', 'Russian': '2', 'French': '1', 'Spanish': '1'}","Missing"
"Holiday Inn Express Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d15098482-Reviews-Holiday_Inn_Express_Yerevan-Yerevan.html","Hotels.com",18,"1","0","1","0","1","1","0",19911,41,"d15098482","Hotel","Armenia","Yerevan","Yerevan","Pavstos Buzand, 97/2","0002","Missing","59","Specialty Lodging in Yerevan","27","281","8","Missing","Missing","['8', '0', '0', '0', '0']","{'English': '7', 'Russian': '1'}","['kind staff', 'location', 'breakfast', 'rooms']"
"Home Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d6550940-Reviews-Home_Hostel-Yerevan.html","Booking.com",1,"0","0","0","0","0","0","0",19911,41,"d6550940","Hotel","Armenia","Yerevan","Yerevan","Amiryan str. 24/15","0002","Missing","Missing","Specialty Lodging in Yerevan","115","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Homestay on Sose 17","https://www.tripadvisor.com//Hotel_Review-g293932-d12385341-Reviews-Homestay_on_Sose_17-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",14990,31,"d12385341","Hotel","Armenia","Yerevan","Yerevan","Sosye str. 17","0019","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Homey Guesthouse","https://www.tripadvisor.com//Hotel_Review-g293932-d12842060-Reviews-Homey_Guesthouse-Yerevan.html","Booking.com",1,"1","0","1","0","0","0","0",11990,25,"d12842060","Hotel","Armenia","Yerevan","Yerevan","12 Aygedzor Street","0019","Missing","Missing","Specialty Lodging in Yerevan","91","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Honey Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15078645-Reviews-Honey_Hostel-Yerevan.html","Agoda.com",0,"0","0","0","0","0","0","0",16542,34,"d15078645","Hotel","Armenia","Yerevan","Yerevan","11th Str","0032","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"HosTales","https://www.tripadvisor.com//Hotel_Review-g293932-d15321450-Reviews-HosTales-Yerevan.html","Agoda.com",0,"1","0","1","0","0","0","0",11639,24,"d15321450","Hotel","Armenia","Yerevan","Yerevan","Aygyestan 11 str. 29/1","0025","Missing","38","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel Argo Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d15513771-Reviews-Hostel_Argo_Yerevan-Yerevan.html","Booking.com",0,"1","1","0","0","0","0","0",6667,14,"d15513771","Hotel","Armenia","Yerevan","Yerevan","Tpagrichnyeri str. 11/1","0010","Missing","1","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel Baghramyan","https://www.tripadvisor.com//Hotel_Review-g293932-d13010766-Reviews-Hostel_Baghramyan-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",29167,60,"d13010766","Hotel","Armenia","Yerevan","Yerevan","Baghramyan 1st Blind Alley","Missing","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Hostel Bivouac","https://www.tripadvisor.com//Hotel_Review-g293932-d12379420-Reviews-Hostel_Bivouac-Yerevan.html","Booking.com",47,"1","1","0","0","0","0","0",7492,15,"d12379420","Hotel","Armenia","Yerevan","Yerevan","9 Parpyetsi str., Apt 8","0002","Missing","38","Specialty Lodging in Yerevan","5","281","47","Missing","Missing","['43', '3', '0', '0', '1']","{'English': '40', 'Russian': '4', 'French': '1'}","['places of interest', 'washing machine', 'place to stay', 'common room', 'comfortable rooms', 'republic square', 'privacy', 'curtains', 'dorm', 'beds', 'backpackers', 'reception', 'city', 'facilities', 'laundry', 'tidy']"
"Hostel Compass","https://www.tripadvisor.com//Hotel_Review-g293932-d12987655-Reviews-Hostel_Compass-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","0",8600,18,"d12987655","Hotel","Armenia","Yerevan","Yerevan","Koryun str. 5","0025","Missing","31","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel de Maria","https://www.tripadvisor.com//Hotel_Review-g293932-d12536159-Reviews-Hostel_de_Maria-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",8992,19,"d12536159","Hotel","Armenia","Yerevan","Yerevan","1 Alikhanian Street Blind Alley 1","0019","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Hostel Discovery","https://www.tripadvisor.com//Hotel_Review-g293932-d10452876-Reviews-Hostel_Discovery-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",20339,42,"d10452876","Hotel","Armenia","Yerevan","Yerevan","Nalbandyan street 17, flat 20 4th floor","0010","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel Glass Tower","https://www.tripadvisor.com//Hotel_Review-g293932-d10151429-Reviews-Hostel_Glass_Tower-Yerevan.html","Booking.com",3,"1","1","0","0","0","0","0",18083,37,"d10151429","Hotel","Armenia","Yerevan","Yerevan","Sayat Novy str. 33","0001","Missing","Missing","Specialty Lodging in Yerevan","103","281","3","3.5","Missing","['0', '0', '1', '0', '0']","{'English': '1', 'Russian': '2'}","Missing"
"Hostel Glide","https://www.tripadvisor.com//Hotel_Review-g293932-d2090583-Reviews-Hostel_Glide-Yerevan.html","Booking.com",60,"1","0","1","0","0","0","0",7500,15,"d2090583","Hotel","Armenia","Yerevan","Yerevan","Galents St., 16","0033","Missing","24","Specialty Lodging in Yerevan","8","281","60","5","Missing","['21', '5', '0', '0', '0']","{'English': '26', 'Russian': '26', 'French': '4', 'German': '2', 'Polish': '1', 'Portuguese': '1'}","['reviews', 'warm', 'family', 'atmosphere', 'speak', 'good', 'english', 'wi', 'fi', 'mount', 'ararat', 'place', 'to', 'stay', 'karina', 'paragliding', 'hosts', 'city', 'centre', 'country', 'driver']"
"Hostel Golden Trip","https://www.tripadvisor.com//Hotel_Review-g293932-d15221280-Reviews-Hostel_Golden_Trip-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",13990,29,"d15221280","Hotel","Armenia","Yerevan","Yerevan","Moskovyan 33 a","010","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel Heaven","https://www.tripadvisor.com//Hotel_Review-g293932-d15352994-Reviews-Hostel_Heaven-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",18333,38,"d15352994","Hotel","Armenia","Yerevan","Yerevan","Argishti Street 07/4","0015","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel Home","https://www.tripadvisor.com//Hotel_Review-g293932-d12491255-Reviews-Hostel_Home-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",10667,22,"d12491255","Hotel","Armenia","Yerevan","Yerevan","Barekamutyun Overpass","0005","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel Hostell","https://www.tripadvisor.com//Hotel_Review-g293932-d9793413-Reviews-Hostel_Hostell-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","0",35417,73,"d9793413","Hotel","Armenia","Yerevan","Yerevan","Tumanyan O. str. 27A","0002","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Hostel in Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d14888373-Reviews-Hostel_in_Yerevan-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",4942,10,"d14888373","Hotel","Armenia","Yerevan","Yerevan","Lisinyan str. 88","0005","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel Inn","https://www.tripadvisor.com//Hotel_Review-g293932-d8493168-Reviews-Hostel_Inn-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",9658,20,"d8493168","Hotel","Armenia","Yerevan","Yerevan","Demirchyan st., 36/31","0002","Missing","14","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Hostel Kompozitor","https://www.tripadvisor.com//Hotel_Review-g293932-d12905181-Reviews-Hostel_Kompozitor-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",16667,34,"d12905181","Hotel","Armenia","Yerevan","Yerevan","Demichyan 27 1","0009","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Hostel Kovcheg","https://www.tripadvisor.com//Hotel_Review-g293932-d13338569-Reviews-Hostel_Kovcheg-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","0",9992,21,"d13338569","Hotel","Armenia","Yerevan","Yerevan","19th Street 6, Arabkir","0001","Missing","Missing","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
"Hostel Liberal","https://www.tripadvisor.com//Hotel_Review-g293932-d12906838-Reviews-Hostel_Liberal-Yerevan.html","Booking.com",1,"1","0","0","0","0","0","0",12000,25,"d12906838","Hotel","Armenia","Yerevan","Yerevan","Anrapyetutsyan str. 62","0010","Missing","9","Specialty Lodging in Yerevan","100","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Hostel Magnolia","https://www.tripadvisor.com//Hotel_Review-g293932-d15190076-Reviews-Hostel_Magnolia-Yerevan.html","Expedia.com",0,"0","0","0","0","0","0","0",10825,22,"d15190076","Hotel","Armenia","Yerevan","Yerevan","37 Mashtots M. ave, Apt 65","0002","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hostel Moldovakan","https://www.tripadvisor.com//Hotel_Review-g293932-d8288254-Reviews-Hostel_Moldovakan-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",25000,52,"d8288254","Hotel","Armenia","Yerevan","Yerevan","Moldovakan str. 29/6","0062","Missing","Missing","Missing","Missing","Missing","105","Missing","Missing","Missing","Missing","Missing"
"Hostel on Bairona 4","https://www.tripadvisor.com//Hotel_Review-g293932-d12528018-Reviews-Hostel_on_Bairona_4-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",21250,44,"d12528018","Hotel","Armenia","Yerevan","Yerevan","Ulitsa Bairona 4 kv 4 kamiennyi dom3/2","0009","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Hostel Out Of Dreams","https://www.tripadvisor.com//Hotel_Review-g293932-d12394042-Reviews-Hostel_Out_Of_Dreams-Yerevan.html","Booking.com",2,"1","0","1","0","0","0","0",13325,28,"d12394042","Hotel","Armenia","Yerevan","Yerevan","Tumanyan O. str. 27","0002","Missing","19","Specialty Lodging in Yerevan","83","281","2","4.5","Missing","['0', '1', '0', '0', '0']","{'English': '1', 'Russian': '1'}","Missing"
"Hostel Sun Ray","https://www.tripadvisor.com//Hotel_Review-g293932-d11737516-Reviews-Hostel_Sun_Ray-Yerevan.html","Booking.com",12,"0","0","0","0","0","0","0",21367,44,"d11737516","Hotel","Armenia","Yerevan","Yerevan","19 Gazar Parpyettsi str., Apt. 1","0002","Missing","Missing","Specialty Lodging in Yerevan","23","281","12","Missing","Missing","['12', '0', '0', '0', '0']","{'French': '10', 'English': '2'}","Missing"
"Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d9707424-Reviews-Hostel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",18083,37,"d9707424","Hotel","Armenia","Yerevan","Yerevan","Mush Comunity Street10","0010","Missing","Missing","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
"Hotel Amaras","https://www.tripadvisor.com//Hotel_Review-g293932-d13397965-Reviews-Hotel_Amaras-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",13990,29,"d13397965","Hotel","Armenia","Yerevan","Yerevan","46 Tairov Street","0082","Missing","Missing","Missing","Missing","Missing","784","Missing","Missing","Missing","Missing","Missing"
"Hotel Apollon","https://www.tripadvisor.com//Hotel_Review-g293932-d10051437-Reviews-Hotel_Apollon-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",16190,33,"d10051437","Hotel","Armenia","Yerevan","Yerevan","Sevan Street, 116/5","0020","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
"Hotel Arar","https://www.tripadvisor.com//Hotel_Review-g293932-d9727591-Reviews-Hotel_Arar-Yerevan.html","Booking.com",1,"1","0","1","0","0","0","0",13450,28,"d9727591","Hotel","Armenia","Yerevan","Yerevan","Erebuni St., 14","Missing","Missing","7","Specialty Lodging in Yerevan","122","281","1","4","Missing","['0', '1', '0', '0', '0']","Missing","Missing"
"Hotel Avetis","https://www.tripadvisor.com//Hotel_Review-g293932-d2388111-Reviews-Hotel_Avetis-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",22400,46,"d2388111","Hotel","Armenia","Yerevan","Yerevan","Gyurjyan, 71","375000","Missing","31","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Hotel Bastille","https://www.tripadvisor.com//Hotel_Review-g293932-d12682451-Reviews-Hotel_Bastille-Yerevan.html","Hotels.com",0,"1","0","1","0","0","0","0",19911,41,"d12682451","Hotel","Armenia","Yerevan","Yerevan","Arghutyan St., 8/3","0012","Missing","15","Missing","Missing","Missing","237","Missing","Missing","Missing","Missing","Missing"
